Opportunity Number,Opportunity Title,Agency,Opportunity Status,Posted Date,,Instrument Type,Category,Matching,Award Ceiling,Award Floor
HRSA-24-042,Transition for Youth with Autism and/or Epilepsy Demonstration Projects,HHS-HRSA,Posted,11/01/2023,2099-01-01,Grant,Health,No,0,0

CDC-RFA-PS-24-0026,Implementation of Community Health Worker-Mediated Services for Re-Engagement to Care and Outreach for Persons with HIV in Rural Communities (REACH: Rural Re-Engagement and Care using CHWs for Persons with HIV),HHS-CDC-NCHHSTP,Posted,11/01/2023,2099-01-01,Cooperative Agreement,Health,No,0,0

NOAA-NOS-ONMS-2024-2008250,The 2024 NOAA Hawaii Bay Watershed Education and Training (B-WET) Program,DOC,Posted,11/01/2023,2099-01-01,Grant,"Environment
Natural Resources",No,150000,50000

PAR-24-063,Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),HHS-NIH11,Posted,11/01/2023,2099-01-01,Cooperative Agreement,"Education
Health
Income Security and Social Services",No,0,0

PAR-23-314,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH3 Clinical Trials Not Allowed),HHS-NIH11,Posted,10/31/2023,2099-01-01,Cooperative Agreement,"Education
Health",No,250000,0

RFA-MH-24-181,Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional),HHS-NIH11,Posted,10/31/2023,2099-01-01,Grant,Health,No,275000,0

VA-NCA-VCGP-2024,Veterans Cemetery Grants,VA-NCA,Posted,10/31/2023,2099-01-01,Grant,Community Development,Yes,2500000,0

24-503,Research Experiences for Teachers (RET) in Engineering and Computer Science,NSF,Posted,10/31/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,600000

24-504,Secure and Trustworthy Cyberspace,NSF,Posted,10/31/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,3000000,50000

TR-NOFO-FY24-01,"U.S. Mission Turkiye, PD Annual Program Statement",DOS-EUR,Posted,10/31/2023,2099-01-01,Grant,"Arts (see ""Cultural Affairs"" in CFDA)
Education
Humanities (see ""Cultural Affairs"" in CFDA)",No,35000,15000

RFI-442-24-001,USAID/Cambodia Community Mobilization Initiatives to End Tuberculosis 2 (COMMIT 2),USAID-CAM,Posted,10/31/2023,2099-01-01,Cooperative Agreement,Health,No,20000000,15000000

L24AS00046,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Wildlife Program,DOI-BLM,Posted,10/31/2023,2099-01-01,Cooperative Agreement,Natural Resources,No,1500000,10000

L24AS00045,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Forest and Woodlands Resource Management,DOI-BLM,Posted,10/31/2023,02/26/2024,Cooperative Agreement,Natural Resources,No,250000,25000

FR-6700-N-30,FY23 NOFO Housing Counseling Training Grant Program,HUD,Posted,10/31/2023,2099-01-01,Cooperative Agreement,Housing,No,2750000,0

W81EWF-24-SOI-0002,"Assessment of Secondary Production of Restored Submerged Aquatic Vegetation Beds in the Lynnhaven River, VA",DOD-COE,Posted,10/31/2023,2099-01-01,Cooperative Agreement,Science and Technology and other Research and Development,No,120000,0

20241001-ASA-ASB,Spotlight on Humanities in Higher Education,NEH,Forecasted,10/31/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 60000, 1

RFA-NS-24-019,HEAL Initiative: Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] to Treat Pain (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Posted,10/31/2023,2099-01-01,Cooperative Agreement,"Education
Food and Nutrition
Health
Income Security and Social Services",No,0,0

SFOP0010108,Nonproliferation Scientist Engagement Program,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1000000,200000

DE-FOA-0003196,Environmental System Science (ESS),PAMS-SC,Posted,10/30/2023,2099-01-01,GrantOther,Science and Technology and other Research and Development,No,1000000,100000

SFOP0010112,Addressing the Impacts of Proliferator State Advanced Conventional Weapons (ACW),DOS-ISN,Posted,10/30/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,300000,50000

SFOP0010110,Countering WMD Threats in Iraq,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,50000

SFOP0010109,FY24 Protecting Semiconductor and CHIPS Technology,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,500000,100000

SFOP0010111,Identifying and Mitigating Russian Chemical and Biological Threat (RCBT),DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,300000,50000

PAR-23-293,"Ethical, Legal and Social Implications (ELSI) Research (R01 Clinical Trial Optional)",HHS-NIH11,Posted,10/30/2023,2099-01-01,Grant,"Education
Environment
Health
Income Security and Social Services",No,0,0

SFOP0010105,"Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program",DOS-ISN,Posted,10/30/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,50000

SFOP0010114,Supporting Partner Implementation of Russia Sanctions,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,300000,50000

SFOP0010102,"Countering North Korean and Iranian WMD, Missile, and UAS Proliferation",DOS-ISN,Posted,10/30/2023,2099-01-01,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,50000

SFOP0010115,Global Biosecurity Engagement Activities,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,50000

SFOP0010107,"Roadmap to Rebuild, Modernize, and Decarbonize the Ukraine Steel Industry with Secure and Safe Small Modular Reactors (SMR)",DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,5000000,50000

SFOP0010104,Chemical Security Program,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,50000

SFOP0010113,Program to Build Partner Capabilities to Address Russian Malign Influence,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,300000,50000

SFOP0010106,Nuclear Expediting the Energy Transition (NEXT) One Stop Shop for Small Modular Reactor (SMR) Support Program,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,5000000,50000

20240111-PF,Sustaining Cultural Heritage Collections,NEH,Posted,10/30/2023,01/12/2024,Grant,"Arts (see ""Cultural Affairs"" in CFDA)",No,350000,1

STATE-BISHKEK-PDS-24-0002,C5 + ONE (Opening Networks through English) Educator Workshop (C5 + O.N.E Ed),DOS-KGC,Posted,10/30/2023,2099-01-01,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1500000,0

G24AS00138,Cooperative Agreement for CESU-affiliated Partner with Colorado Plateau Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,10/30/2023,2099-01-01,Cooperative Agreement,Science and Technology and other Research and Development,No,30000,30000

G24AS00137,Cooperative Agreement for CESU-affiliated Partner of the Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,10/30/2023,2099-01-01,Cooperative Agreement,Science and Technology and other Research and Development,No,75000,0

SFOP0010116,Global Engagements to Counter the Misuse of Advanced and Emerging Technologies,DOS-ISN,Posted,10/30/2023,2099-01-01,Other,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1000000,100000

RFA-DA-25-021,Effect of HIV and Substance Use Comorbidity on the Placenta and Maternal Outcomes (R01 Clinical Trial Optional),HHS-NIH11,Posted,10/30/2023,2099-01-01,Grant,"Education
Health",No,0,0

NNH24ZHA001C,Established Program to Stimulate Competitive Research (EPSCoR),NASA,Posted,10/30/2023,2099-01-01,Cooperative Agreement,Education,Yes,750000,0

PAR-23-294,"Ethical, Legal and Social Implications (ELSI) Exploratory/Developmental Research Grant (R21 Clinical Trial Optional)",HHS-NIH11,Posted,10/30/2023,2099-01-01,Grant,"Education
Environment
Health
Income Security and Social Services",No,275000,0

PAR-23-295,"Ethical, Legal and Social Implications (ELSI) Small Research Grant (R03 Clinical Trial Optional)",HHS-NIH11,Posted,10/30/2023,2099-01-01,Grant,"Education
Environment
Health
Income Security and Social Services",No,50000,0

HR001124S0003,Information Innovation Office (I2O) Office-wide,DOD-DARPA-I2O,Posted,10/28/2023,2099-01-01,Cooperative AgreementGrantOtherProcurement Contract,Science and Technology and other Research and Development,No,0,0

72061223RFA00006,Tisamale Mabuku (Let us take care of books) Project,USAID-MLW,Posted,10/27/2023,2099-01-01,Cooperative Agreement,Education,No,2000000,2000000

24-501,Transport Phenomena Research at the International Space Station to Benefit Life on Earth,NSF,Posted,10/27/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,0

24-502,NSF/CASIS Collaboration on Tissue Engineering and Mechanobiology on the International Space Station (ISS) to Benefit Life on Earth,NSF,Posted,10/27/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,400000

72052124RFA00001,Sustaining Impact for Youth Activity,USAID-HAI,Posted,10/27/2023,2099-01-01,Cooperative Agreement,Health,Yes,30000000,1

CDC-RFA-GH-24-0070,"Building an Effective, Robust and Sustainable Integrated Sample Transportation System in Cameroon under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/27/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

F24AS00061,F24AS00061 - FY 2024 Competitive State Wildlife Grant (C-SWG) Program,DOI-FWS,Posted,10/27/2023,2099-01-01,Grant,Natural Resources,Yes,1000000,50000

AFCP-2024-GP,U.S. Ambassadors Fund for Cultural Preservation Grants Program,DOS-ECA,Posted,10/27/2023,2099-01-01,Cooperative AgreementGrant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,500000,10000

TEST-PTS-01-FC-S2S,TEST-PTS-01-FC-S2S,IVV,Forecasted,10/27/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

PTS-S2S-MAX-ALL-PKG-01,"What is a grant? A grant is a way the government funds your ideas and projects to provide public services and stimulate the economy. Grants support critical recovery initiatives, innovative research, and many other programs listed in the Catalog of Feder!",IVV,Forecasted,10/27/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

L24AS00135,IIJA/IRA Bureau of Land Management Alaska Fuels Management and Community Fire Assistance Program,DOI-BLM,Posted,10/27/2023,2099-01-01,Cooperative Agreement,Natural Resources,No,800000,5000

CPAIG-2024-GP,FY24 Cultural Property Agreement Implementation Grants,DOS-ECA,Posted,10/27/2023,01/31/2024,Cooperative AgreementGrant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,150000,10000

72065623RFA00005,"Fortifying OVC services, Empowering adolescents, and youth, and Leveraging and Incorporating community feedback in Zambezia (FELIZ) Activity",USAID-MOZ,Posted,10/27/2023,2099-01-01,Cooperative Agreement,Health,No,49000000,49000000

OIA-TAP-2024,OIA Technical Assistance Program 2024,DOI,Posted,10/26/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,0,0

F24AS00128,F24AS00128: Great Lakes Fish and Wildlife Restoration Act FY 2024,DOI-FWS,Posted,10/26/2023,2099-01-01,Cooperative AgreementGrant,Natural Resources,Yes,1240000,2000

OIA-MAP2024,OIA Maintenance Assistance Program 2024,DOI,Posted,10/26/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,0,0

RFA-AT-24-006,Resource Center for Cannabis and Cannabinoid Research (U24 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/26/2023,2099-01-01,Cooperative Agreement,"Education
Health",No,850000,0

AWE-FY24-ARM-03,FY24 Academy for Women Entrepreneurship,DOS-ARM,Posted,10/26/2023,2099-01-01,Cooperative AgreementGrant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,40000,0

SFOP0010103,Fellowship for Counter Smuggling in Support of U.S. Security and Nonproliferation Projects,DOS-ISN,Posted,10/26/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,400000,0

RFA-AI-23-061,Long-Acting Drug Delivery Systems for ART Optimization in Children Living with HIV-1 II (LADDS II) (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/25/2023,03/13/2024,Grant,"Health
Income Security and Social Services",No,850000,0

RFA-AI-23-060,Engineering and Preclinical Development of Biological Products that Eliminate HIV-infected Cells (UG3/UH3 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/25/2023,2099-01-01,Cooperative Agreement,Health,No,500000,0

OFOP0001253,Salvadoran Women in Citizen Security,DOS-INL,Posted,10/25/2023,2099-01-01,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,2000000,1500000

DEVCOM-ARL-RFI-24-01-HC,Request for Information (RFI): Community Influence on Human Judgment During Information Processing Tasks,DOD-AMC,Forecasted,10/25/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

NOAA-OAR-SG-2024-24162,FY2024 NMFS-Sea Grant Fellowship in Population and Ecosystem Dynamics and Marine Resource Economics,DOC-DOCNOAAERA,Posted,10/25/2023,2099-01-01,Cooperative AgreementGrant,"Business and Commerce
Science and Technology and other Research and Development",No,62500,31250

PAS-TOKYO-FY24-APS01,U.S. Embassy Tokyo PAS Annual Program Statement,DOS-JPN,Posted,10/25/2023,2099-01-01,Cooperative AgreementGrant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,100000,10000

NOAA-NOS-OCM-2024-2008247,National Estuarine Research Reserve System (NERRS) Land Acquisition and Construction Program for Fiscal Year 2024,DOC,Posted,10/25/2023,2099-01-01,Grant,"Environment
Natural Resources
Science and Technology and other Research and Development",Yes,8500000,20000

PAS-24-058,Advancing Hearing and Balance Research Using Auditory and Vestibular Organoids (R01-Clinical Trial Not Allowed),HHS-NIH11,Posted,10/25/2023,2099-01-01,Grant,Health,No,499999,0

G24AS00510,FY2024 Water Resources Research Act Non-Competitive Coordination,DOI-USGS1,Posted,10/25/2023,2099-01-01,Cooperative Agreement,Natural Resources,No,1000000,0

DE-FOA-0003220,Transmission System Interconnection Roadmap Draft,DOE-GFO,Posted,10/25/2023,2099-01-01,Other,Energy,No,2,1

SSBCI-TA-2023-001,State Small Business Credit Initiative (SSBCI) Investing in America Small Business Opportunity Program (SSBCI Investing in America SBOP),USDOT-ORP,Posted,10/25/2023,2099-01-01,Grant,Business and Commerce,No,10000000,5000000

RFA-DA-25-051,Tools for Decentralized Clinical Trials for Substance Use Disorder (R41/R42 Clinical Trials Optional),HHS-NIH11,Posted,10/25/2023,2099-01-01,Grant,"Education
Health",No,1972828,0

RFA-DA-25-052,Tools for decentralized clinical trials for substance use disorder (R43/R44 Clinical Trials Optional),HHS-NIH11,Posted,10/25/2023,2099-01-01,Grant,"Education
Health",No,295924,0

NOAA-NMFS-GARFO-2024-2008240,FY24 NOAA New England Bay Watershed Education and Training (B-WET),DOC,Posted,10/24/2023,2099-01-01,Cooperative AgreementGrant,"Education
Environment
Natural Resources",No,150000,25000

HKG-NOFO-FY24-01,"U.S. Consulate General Hong Kong and Macau, PAS",DOS-CHN,Posted,10/24/2023,2099-01-01,Cooperative AgreementGrantOther,"Education
Environment
Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,50000,200

24-500,Innovative Technology Experiences for Students and Teachers Resource Center,NSF,Posted,10/24/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,0

CDC-RFA-TS-24-0032,Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,HHS-CDC-ATSDR,Forecasted,10/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 3000000, 0
